fram	aa	fram
Álfsnes	nheo-s	Álfsnes
.	.	.
Niðurstöður	nvfo	niðurstaða
allra	fovfe	allur
þessara	favfe	þessi
mælinga	nvfe	mæling
má	sfg3en	mega
finna	sng	finna
í	aþ	í
ársskýrslum	nvfþ	ársskýrsla
SORPU	nvee-s	Sorpa
.	.	.
Einnig	aa	einnig
má	sfg3en	mega
finna	sng	finna
upplýsingar	nvfo	upplýsing
um	ao	um
samtímamælingar	nvfo	samtímamæling
á	aþ	á
frárennsli	nheþ	frárennsli
og	c	og
veðurfari	nheþ	veðurfar
í	aþ	í
skýrslu	nveþ	skýrsla
frá	aþ	frá
árinu	nheþg	ár
2005	ta	2005
.	.	.
Gasmyndun	nven	gasmyndun
Á	aþ	á
öllum	fohfþ	allur
urðunarsvæðum	nhfþ	urðunarsvæði
myndast	sfm3en	mynda
hauggas	nhen	hauggas
.	.	.
Hauggas	nhen	hauggas
myndast	sfm3en	mynda
við	ao	við
loftfirrt	lheosf	loftfirrtur
(	(	(
þar	aa	þar
sem	c	sem
súrefni	nhen	súrefni
kemst	sfm3en	koma
ekki	aa	ekki
að	cn	að
)	)	)
niðurbrot	nheo	niðurbrot
lífrænna	lhfesf	lífrænn
efna	nhfe	efni
.	.	.
Hauggas	nhen	hauggas
er	sfg3en	vera
blanda	nven	blanda
af	aþ	af
gösum	nhfþ	gas
,	,	,
að	aþ	að
megin	aa	megin
hluta	nkeþ	hluti
til	aa	til
koltvísýrlíngur	x	koltvísýringur
(	(	(
40-50%	tp	40-50%
)	)	)
og	c	og
metan	nhen	metan
(	(	(
50-60%	tp	50-60%
)	)	)
en	c	en
einnig	aa	einnig
lítill	lkensf	lítill
hluti	nken	hluti
snefilgasa	nhfe	snefilgas
.	.	.
Metan	nhen	metan
er	sfg3en	vera
21	ta	21
sinni	nheþ	sinn
áhrifameiri	lvenvm	áhrifamikill
gróðurhúsalofttegund	nven	gróðurhúsalofttegund
en	c	en
koltvísýrlingur	nken	koltvísýrlingur
.	.	.
Því	aa	því
er	sfg3en	vera
í	aþ	í
starfsleyfi	nheþ	starfsleyfi
SORPU	nvee-s	Sorpa
fyrir	ao	fyrir
urðunarstaðinn	nkeog	urðunarstaður
ákvæði	nhen	ákvæði
um	ao	um
að	c	að
gasinu	nheþg	gas
skuli	svg3en	skulu
safnað	sþghen	safna
og	c	og
það	fphen	það
nýtt	sþghen	nýta
ef	c	ef
kostur	nken	kostur
er	sfg3en	vera
en	c	en
annars	aa	annars
brennt	sþghen	brenna
.	.	.
Ástæða	nven	ástæða
þessa	fahee	þessi
að	c	að
betra	lhenvm	góður
er	sfg3en	vera
að	cn	að
brenna	sng	brenna
gasinu	nheþg	gas
er	sfg3en	vera
sú	faven	sá
að	c	að
við	ao	við
bruna	nkeo	bruni
á	aþ	á
metani	nheþ	metan
myndast	sfm3en	mynda
koltvísýrlíngur	nken	koltvísýrlíngur
og	c	og
vatnsgufa	nven	vatnsgufa
.	.	.
Þannig	aa	þannig
eru	sfg3fn	vera
gróðurhúsaáhrif	nhfn	gróðurhúsaáhrif
urðunarstaðarins	nkeeg	urðunarstaður
í	aþ	í
Álfsnesi	nheþ-s	Álfsnes
í	aþ	í
lágmarki	nheþ	lágmark
.	.	.
Til	ae	til
að	cn	að
uppfylla	sng	uppfylla
ofangreint	lheosf	ofangreindur
ákvæði	nheo	ákvæði
í	aþ	í
starfsleyfi	nheþ	starfsleyfi
SORPU	nvee-s	Sorpa
er	sfg3en	vera
borað	sþghen	bora
í	ao	í
hauginn	nkeog	haugur
1,5-2,5	ta	1,5-2,5
árum	nhfþ	ár
eftir	ao	eftir
að	c	að
urðun	nven	urðun
líkur	sfg3en	líkur
í	aþ	í
hverri	foveþ	hver
rein	nveþ	rein
.	.	.
Borað	sþghen	bora
er	sfg3en	vera
með	aþ	með
20	ta	20
m	as	m
millibili	nheþ	millibil
,	,	,
lagðar	sþgvfn	leggja
leiðslur	nvfn	leiðsla
frá	aþ	frá
borholunum	nvfþg	borhola
í	ao	í
svokallaðar	lvfosf	svokallaður
safnkistur	nvfo	safnkista
sem	ct	sem
tengdar	lvfnsf	tengdur
eru	sfg3fn	vera
miðlægri	lveþsf	miðlægur
dælustöð	nveþ	dælustöð
.	.	.
Sjá	sng	sjá
nánar	aam	náið
um	ao	um
hauggas	nheo	hauggas
og	c	og
nýtingu	nveo	nýting
metans	nhee	metan
hér	aa	hér
.	.	.
Fok	nhen	fok
Mikill	lkensf	mikill
meirihluti	nken	meirihluti
þess	fahee	sá
sorps	nhee	sorp
sem	ct	sem
kemur	sfg3en	koma
til	ae	til
urðunar	nvee	urðun
í	aþ	í
Álfsnesi	nheþ-s	Álfsnes
er	sfg3en	vera
baggaður	lkensf	baggaður
úrgangur	nken	úrgangur
.	.	.
Það	fahen	sá
sem	ct	sem
ekki	aa	ekki
er	sfg3en	vera
baggað	sþghen	bagga
er	sfg3en	vera
ekki	aa	ekki
hægt	lhensf	hægur
að	cn	að
bagga	sng	bagga
sökum	ae	sökum
eiginleika	nkfe	eiginleiki
efnisins	nheeg	efni
.	.	.
Þetta	fahen	þessi
á	sfg3en	eiga
t.d.	as	t.d.
við	aa	við
um	ao	um
ýmsan	fokeo	ýmis
fljótandi	lkeoof	fljótandi
úrgang	nkeo	úrgangur
,	,	,
net	nhfo	net
,	,	,
troll	nhfo	troll
,	,	,
bobbinga	nkfo	bobbingur
,	,	,
dýrahræ	nhfo	dýrahræ
o.s.frv.	as	o.s.frv.
Því	aa	því
er	sfg3en	vera
reynt	sþghen	reyna
að	cn	að
tryggja	sng	tryggja
í	aþ	í
upphafi	nheþ	upphaf
að	c	að
lítil	lvensf	lítill
hætta	nven	hætta
sé	svg3en	vera
á	aþ	á
foki	nheþ	fok
.	.	.
Hins	fakee	hinn
vegar	nkee	vegur
er	sfg3en	vera
íslenskt	lhensf	íslenskur
veðurfar	nhen	veðurfar
þannig	aa	þannig
að	c	að
nánast	aae	náið
allt	fohen	allur
getur	sfg3en	geta
fokið	ssg	fjúka
.	.	.
Verði	svg3en	verða
vindstyrkur	nken	vindstyrkur
of	aa	of
mikill	lkensf	mikill
er	sfg3en	vera
hætt	sþghen	hætta
allri	foveþ	allur
móttöku	nveþ	móttaka
úrgangs	nkee	úrgangur
í	aþ	í
Álfsnesi	nheþ-s	Álfsnes
og	c	og
þannig	aa	þannig
reynt	sþghen	reyna
að	cn	að
koma	sng	koma
í	ao	í
veg	nkeo	vegur
fyrir	ao	fyrir
óþarfa	lheoof	óþarfur
fok	nheo	fok
.	.	.
Umhverfis	ao	umhverfis
svæðið	nheog	svæði
eru	sfg3fn	vera
girðingar	nvfn	girðing
þar	aa	þar
sem	c	sem
fokgjarnt	lhensf	fokgjarn
efni	nhen	efni
vill	sfg3en	vilja
festast	snm	festa
og	c	og
er	sfg3en	vera
reglulega	aa	reglulega
,	,	,
og	c	og
að	aþ	að
loknum	lhfþsf	lokinn
veðraáhlaupum	nhfþ	veðraáhlaup
,	,	,
gengið	sþghen	ganga
á	ao	á
þessar	favfo	þessi
girðingar	nvfo	girðing
og	c	og
þær	fpvfn	hún
hreinsaðar	sþgvfn	hreinsa
.	.	.
Meindýr	nhfn	meindýr
Í	aþ	í
úrgangi	nkeþ	úrgangur
er	sfg3en	vera
mikið	lhensf	mikill
af	aþ	af
ákjósanlegri	lveþsf	ákjósanlegur
fæðu	nveþ	fæða
fyrir	ao	fyrir
meindýr	nhfo	meindýr
,	,	,
rottur	nvfo	rotta
,	,	,
mýs	nvfo	mús
,	,	,
mink	nkeo	minkur
,	,	,
máf	nkeo	máfur
og	c	og
aðra	fokfo	annar
fugla	nkfo	fugl
.	.	.
Hins	fakee	hinn
vegar	nkee	vegur
er	sfg3en	vera
það	fphen	það
mikil	lvensf	mikill
umferð	nven	umferð
um	ao	um
svæðið	nheog	svæði
að	c	að
þau	fphfn	það
fá	sfg3fn	fá
varla	aa	varla
frið	nkeo	friður
til	ae	til
athafna	nvfe	athöfn
.	.	.
Það	fphen	það
er	sfg3en	vera
t.d.	as	t.d.
sjaldgæft	lhensf	sjaldgæfur
að	c	að
rottur	nvfn	rotta
hafist	svm3fn	hafa
við	aa	við
á	aþ	á
urðunarsvæðinu	nheþg	urðunarsvæði
.	.	.
Helstu	lvfnve	heldri
plágurnar	nvfng	plága
eru	sfg3fn	vera
mávur	nken	mávur
sem	ct	sem
sækir	sfg3en	sækja
í	ao	í
urðunarstaðinn	nkeog	urðunarstaður
á	aþ	á
útungunartíma	nkeþ	útungunartími
og	c	og
starri	nken	starri
sem	ct	sem
sækir	sfg3en	sækja
í	ao	í
staðinn	nkeog	staður
,	,	,
sérstaklega	aa	sérstaklega
seint	aa	seint
á	ao	á
haustinn	x	haust
og	c	og
á	ao	á
veturnar	x	veturnar
.	.	.
Reynt	sþghen	reyna
er	sfg3en	vera
eftir	aþ	eftir
fremsta	lheþve	fremri
megni	nheþ	megn
að	cn	að
halda	sng	halda
meindýrum	nhfþ	meindýr
í	aþ	í
lágmarki	nheþ	lágmark
.	.	.
Gassöfnun	nven	gassöfnun
Skoðaðu	sbg2en	skoða
söfnun	nveo	söfnun
og	c	og
vinnslu	nveo	vinnsla
metans	nhee	metan
í	aþ	í
máli	nheþ	mál
og	c	og
myndum	nvfþ	mynd
.	.	.
Í	aþ	í
sorphaugum	nkfþ	sorphaugur
myndast	sfm3en	mynda
hauggas	nhen	hauggas
sem	ct	sem
er	sfg3en	vera
blanda	nven	blanda
af	aþ	af
koltvísýrlingi	nkeþ	koltvísýrlingur
(	(	(
CO2	ta	co2
)	)	)
og	c	og
metani	nheþ	metan
(	(	(
CH4	ta	ch4
)	)	)
.	.	.
Hauggasið	nheng	hauggas
myndast	sfm3en	mynda
við	ao	við
það	fpheo	það
að	c	að
náttúrulegar	lvfnsf	náttúrulegur
bakteríur	nvfn	baktería
brjóta	sfg3fn	brjóta
niður	aa	niður
lífrænt	lheosf	lífrænn
efni	nheo	efni
í	aþ	í
haugnum	nkeþg	haugur
og	c	og
mynda	sfg3fn	mynda
hauggasblöndu	nveo	hauggasblanda
.	.	.
Þessar	favfn	þessi
bakteríur	nvfn	baktería
eru	sfg3fn	vera
kallaðar	sþgvfn	kalla
loftfirrðar	lvfnsf	loftfirrður
þar	aa	þar
sem	c	sem
þær	fpvfn	hún
geta	sfg3fn	geta
einungis	aa	einungis
lifað	ssg	lifa
ef	c	ef
ekkert	fohen	enginn
súrefni	nhen	súrefni
er	sfg3en	vera
til	ae	til
staðar	nkee	staður
.	.	.
Slíkar	fbvfn	slíkur
aðstæður	nvfn	aðstæður
myndast	sfm3fn	mynda
í	aþ	í
sorphaugum	nkfþ	sorphaugur
,	,	,
en	c	en
myndast	sfm3fn	mynda
t.d.	as	t.d.
einnig	aa	einnig
í	aþ	í
mýrum	nvfþ	mýri
.	.	.
Þetta	fahen	þessi
er	sfg3en	vera
því	aa	því
náttúrulegt	lhensf	náttúrulegur
niðurbrotsferli	nhen	niðurbrotsferli
.	.	.
Metanið	nheng	metan
í	aþ	í
hauggasinu	nheþg	hauggas
er	sfg3en	vera
mjög	aa	mjög
orkuríkt	lhensf	orkuríkur
en	c	en
einnig	aa	einnig
slæm	lvensf	slæmur
gróðurhúsalofttegund	nven	gróðurhúsalofttegund
.	.	.
Því	aa	því
er	sfg3en	vera
gasi	nheþ	gas
safnað	sþghen	safna
á	aþ	á
öllum	fokfþ	allur
nútímalegum	lkfþsf	nútímalegur
urðunarstöðum	nkfþ	urðunarstaður
.	.	.
Mjög	aa	mjög
misjafnt	lhensf	misjafn
er	sfg3en	vera
hvað	fshen	hver
er	sfg3en	vera
gert	sþghen	gera
við	ao	við
gasið	nheog	gas
,	,	,
á	aþ	á
nokkrum	fokfþ	nokkur
stöðum	nkfþ	staður
er	sfg3en	vera
því	fpheþ	það
brennt	sþghen	brenna
en	c	en
slíkt	fbhen	slíkur
er	sfg3en	vera
sóun	nven	sóun
á	aþ	á
orku	nveþ	orka
.	.	.
Gasinu	nheþg	gas
í	aþ	í
Álfsnesi	nheþ-s	Álfsnes
er	sfg3en	vera
safnað	sþghen	safna
með	aþ	með
því	fpheþ	það
að	cn	að
bora	sng	bora
í	ao	í
hauginn	nkeog	haugur
.	.	.
Boraðar	sþgvfn	bora
eru	sfg3fn	vera
holur	nvfn	hola
nánast	aae	náið
niður	aa	niður
á	ao	á
botn	nkeo	botn
urðunarstaðarins	nkeeg	urðunarstaður
og	c	og
götuðum	lhfþsf	gataður
stálrörum	nhfþ	stálrör
komið	sþghen	koma
fyrir	aa	fyrir
í	aþ	í
holunni	nveþg	hola
(	(	(
sjá	sng	sjá
mynd	nveo	mynd
)	)	)
.	.	.
Efst	aae	ofar
í	ao	í
rör	nheo	rör
er	sfg3en	vera
tengd	sþgven	tengja
leiðsla	nven	leiðsla
sem	ct	sem
liggur	sfg3en	liggja
í	ao	í
svokallaða	lveosf	svokallaður
safnkistu	nveo	safnkista
sem	ct	sem
síðan	aa	síðan
er	sfg3en	vera
tengd	sþgven	tengja
við	ao	við
dælustöð	nveo	dælustöð
.	.	.
Frá	aþ	frá
dælustöðinni	nveþg	dælustöð
liggja	sfg3fn	liggja
síðan	aa	síðan
leiðslur	nvfn	leiðsla
í	ao	í
hreinsistöð	nveo	hreinsistöð
Metans	nhee-s	metan
,	,	,
í	ao	í
brennara	nkeo	brennari
SORPU	nvee-s	Sorpa
og	c	og
í	ao	í
rafstöð	nveo	rafstöð
Orkuveitu	nvee-s	Orkuveita
Reykjavíkur	nvee-s	Reykjavík
.	.	.
Um	aa	um
1,4	ta	1,4
milljónir	nvfn	milljón
tonna	nhfe	tonn
af	aþ	af
sorpi	nheþ	sorp
hafa	sfg3fn	hafa
verið	ssg	vera
urðuð	sþghfn	urða
í	aþ	í
Álfsnesi	nheþ-s	Álfsnes
frá	aþ	frá
árinu	nheþg	ár
1991	ta	1991
.	.	.
Búið	lhensf	búinn
er	sfg3en	vera
að	cn	að
virkja	sng	virkja
um	aa	um
60%	tp	60%
af	aþ	af
því	faheþ	sá
svæði	nheþ	svæði
og	c	og
er	sfg3en	vera
hauggasframleiðsla	nven	hauggasframleiðsla
svæðisins	nheeg	svæði
nú	aa	nú
um	aa	um
700	ta	700
normalrúmmetrar	nkfn	normalrúmmetri
á	aþ	á
klukkustund	nveþ	klukkustund
(	(	(
Nm3	ta	Nm3
/	/	/
klst	as	klst
)	)	)
.	.	.
Á	aþ	á
næstu	lkfþve	næstur
mánuðum	nkfþ	mánuður
er	sfg3en	vera
áætlað	lhensf	áætlaður
að	cn	að
virkja	sng	virkja
um	aa	um
15%	tp	15%
svæðisins	nheeg	svæði
til	ae	til
viðbótar	nvee	viðbót
og	c	og
við	ao	við
það	fpheo	það
mun	sfg3en	munu
framleiðsla	nven	framleiðsla
hauggassins	nheeg	hauggas
aukast	snm	auka
í	ao	í
um	aa	um
900	ta	900
Nm3	ta	Nm3
/	/	/
klst.	as	klst.
Ef	c	ef
miðað	sþghen	miða
er	sfg3en	vera
við	ao	við
að	c	að
urðað	sþghen	urða
verði	svg3en	verða
í	aþ	í
Álfsnesi	nheþ-s	Álfsnes
til	ae	til
2014	ta	2014
verður	sfg3en	verða
gasframleiðsla	nven	gasframleiðsla
til	ae	til
a.m.k.	as	a.m.k.
2030	ta	2030
og	c	og
er	sfg3en	vera
áætlað	sþghen	áætla
að	c	að
framleiðslan	nveng	framleiðsla
nái	svg3en	ná
hámarki	nheþ	hámark
2016	ta	2016
.	.	.
Ef	c	ef
allt	fohen	allur
metanið	nheng	metan
væri	svg3eþ	vera
nýtt	sþghen	nýta
á	ao	á
bíla	nkfo	bíll
mætti	svg3eþ	mega
gera	sng	gera
ráð	nheo	ráð
fyrir	aþ	fyrir
að	c	að
það	fphen	það
dyggði	svg3eþ	dyggja
fyrir	ao	fyrir
um	aa	um
2000-3000	ta	2000-3000
smábíla	nkfo	smábíll
.	.	.
Orkuinnihald	nhen	orkuinnihald
metans	nhee	metan
samsvarar	sfg3en	samsvara
1,12	ta	1,12
L	as	l
bensín	nhen	bensín
/	/	/
Nm3	ta	Nm3
metan	nhen	metan
.	.	.
Í	ao	í
dag	nkeo	dagur
eru	sfg3fn	vera
um	aa	um
50	ta	50
metanbílar	nkfn	metanbíll
á	aþ	á
götum	nvfþ	gata
höfuðborgarsvæðisins	nheeg	höfuðborgarsvæði
.	.	.
Metanbílar	nkfn	metanbíll
-	-	-
hreinna	lhenvm	hreinn
loft	nhen	loft
!	!	!
Metan	nhen-s	Metan
hf	as	hf
,	,	,
í	aþ	í
eigu	nveþ	eiga
SORPU	nvee-s	Sorpa
bs.	as	bs.
,	,	,
Olíufélagsins	nheegs	Olíufélag
ESSO	nxee-s	ESSO
hf.	as	hf.
og	c	og
Sprotasjóðsins	nkeegs	Sprotasjóður
hf.	as	hf.
,	,	,
var	sfg3eþ	vera
stofnað	sþghen	stofna
til	ae	til
að	cn	að
markaðssetja	sng	markaðssetja
metan	nheo	metan
og	c	og
finna	sng	finna
nýtingarmöguleika	nkeo	nýtingarmöguleiki
fyrir	ao	fyrir
það	fpheo	það
.	.	.
Hægt	lhensf	hægur
er	sfg3en	vera
að	cn	að
nota	sng	nota
gasið	nheog	gas
sem	c	sem
ökutækjaeldsneyti	nheo	ökutækjaeldsneyti
,	,	,
til	ae	til
rafmagnsframleiðslu	nvee	rafmagnsframleiðsla
,	,	,
til	ae	til
hitunar	nvee	hitun
eða	c	eða
til	ae	til
notkunar	nvee	notkun
í	aþ	í
iðnaði	nkeþ	iðnaður
í	ao	í
stað	nkeo	staður
jarðefnaeldsneytis	nhee	jarðefnaeldsneyti
.	.	.
Nánar	aam	náið
er	sfg3en	vera
fjallað	sþghen	fjalla
um	ao	um
notkun	nveo	notkun
metans	nhee	metan
sem	ct	sem
ökutækjaeldsneytis	nhee	ökutækjaeldsneyti
á	aþ	á
heimasíðu	nveþ	heimasíða
Metans	nhee-s	Metan
hf.	as	hf.
www.metan.is	v	www.metan.is
.	.	.
Moltugerð	nven	moltugerð
Í	aþ	í
Álfsnesi	nheþ-s	Álfsnes
fer	sfg3en	fara
fram	aa	fram
framleiðsla	nven	framleiðsla
á	aþ	á
jarðvegsbætiefni	nheþ	jarðvegsbætiefni
sem	ct	sem
fengið	ssg	fá
hefur	sfg3en	hafa
nafnið	nheog	nafn
MOLTA	nven	molta
.	.	.
Molta	nven	molta
er	sfg3en	vera
hágæða	lkensf	hágæða
jarðvegsbætir	nken	jarðvegsbætir
sem	ct	sem
eingöngu	aa	eingöngu
er	sfg3en	vera
framleiddur	sþgken	framleiða
úr	aþ	úr
grasi	nheþ	gras
og	c	og
kurluðum	lvfþsf	kurlaður
trjágreinum	nvfþ	trjágrein
.	.	.
Við	ao	við
vinnsluna	nveog	vinnsla
er	sfg3en	vera
þessum	fahfþ	þessi
tveim	tfhfþ	tveir
hráefnum	nhfþ	hráefni
blandað	sþghen	blanda
saman	aa	saman
í	aþ	í
ákveðnum	lhfþsf	ákveðinn
hlutföllum	nhfþ	hlutfall
og	c	og
efnið	nheng	efni
lagt	sþghen	leggja
út	aa	út
í	ao	í
múga	nkfo	múgi
.	.	.
Múgunum	nkfþg	múgi
er	sfg3en	vera
síðan	aa	síðan
snúið	sþghen	snúa
reglulega	aa	reglulega
til	ae	til
að	c	að
nægjanlegt	lhensf	nægjanlegur
súrefni	nhen	súrefni
komist	svm3en	koma
að	aþ	að
efninu	nheþg	efni
og	c	og
þannig	aa	þannig
flýtt	sþghen	flýta
fyrir	aþ	fyrir
niðurbroti	nheþ	niðurbrot
þess	fphee	það
.	.	.
Vinnslan	nveng	vinnsla
tekur	sfg3en	taka
um	aa	um
10	ta	10
vikur	nvfo	vika
og	c	og
er	sfg3en	vera
efnið	nheng	efni
að	aþ	að
þeim	fakeþ	sá
tíma	nkeþ	tími
liðnum	lkeþsf	liðinn
látið	sþghen	láta
vera	sng	vera
í	aþ	í
múgunum	nkfþg	múgi
fram	aa	fram
á	ao	á
næsta	lheove	næstur
vor	nheo	vor
.	.	.
Þá	aa	þá
er	sfg3en	vera
efnið	nheng	efni
sigtað	sþghen	sigta
og	c	og
búnar	sþgvfn	búa
til	aa	til
úr	aþ	úr
því	fpheþ	það
tvær	tfvfn	tveir
afurðir	nvfn	afurð
MOLTA	nven-s	Molta
og	c	og
MOLTUBLANDA	nven	moltublanda
sem	ct	sem
er	sfg3en	vera
blanda	nven	blanda
af	aþ	af
mómold	nveþ	mómold
og	c	og
Moltu	nveþ-s	Molta
.	.	.
Íbúar	nkfn	íbúi
höfuðborgarsvæðisins	nheeg	höfuðborgarsvæði
geta	sfg3fn	geta
keypt	ssg	kaupa
þessa	faveo	þessi
afurð	nveo	afurð
í	aþ	í
Blómavali	nheþ-s	Blómaval
,	,	,
Grafarvogi	nkeþ-s	Grafarvogur
og	c	og
Skútuvogi	nkeþ-s	Skútuvogur
og	c	og
í	aþ	í
Álfsnesi	nheþ-s	Álfsnes
og	c	og
sjá	sfg3fn	sjá
starfsmenn	nkfn	starfsmaður
urðunarstaðarins	nkeeg	urðunarstaður
um	ao	um
að	cn	að
moka	sng	moka
því	fpheþ	það
á	ao	á
kerrur	nvfo	kerra
.	.	.
Ef	c	ef
óskað	sþghen	óska
er	sfg3en	vera
nánari	lvfevm	náinn
upplýsinga	nvfe	upplýsing
um	ao	um
jarðvegsbætinn	nkeog	jarðvegsbætir
Moltu	nveo-s	Molta
vinsamlega	aa	vinsamlega
sendið	sbg2fn	senda
okkur	fp1fþ	ég
tölvupóst	nkeo	tölvupóstur
.	.	.
Góði	lkenvf	góður
hirðirinn	nkeng	hirðir
-	-	-
nytjamarkaður	nken	nytjamarkaður
SORPU	nvee-s	Sorpa
og	c	og
líknarfélaga	nhfe	líknarfélag
Góði	lkenvf	góður
hirðirinn	nkeng	hirðir
er	sfg3en	vera
staðsettur	lkensf	staðsettur
að	aþ	að
Fellsmúla	nkeþ-s	Fellsmúli
28	ta	28
og	c	og
er	sfg3en	vera
opinn	lkensf	opinn
frá	aa	frá
kl.	as	kl.
12.00	ta	12.00
-	-	-
18.00	ta	18.00
alla	fokfo	allur
virka	lkfosf	virkur
daga	nkfo	dagur
.	.	.
Í	aþ	í
Góða	lkeþvf	góður
hirðinum	nkeþg	hirðir
fæst	sfm3en	fá
allt	fohen	allur
milli	ae	milli
himins	nkee	himinn
og	c	og
jarðar	nvee	jörð
.	.	.
FLEIRI	lvfnvm	margur
MYNDIR	nvfn	mynd
Forðum	svg1fn	forða
góðri	lveþsf	góður
sögu	nveþ	saga
frá	aþ	frá
urðun	nveþ	urðun
Markmið	nhen	markmið
Góða	lkeevf	góður
hirðisins	nkeeg	hirðir
er	sfg3en	vera
að	cn	að
endurnýta	sng	endurnýta
húsmuni	nkfo	húsmunir
og	c	og
láta	sng	láta
gott	lheosf	góður
af	aþ	af
sér	fpkeþ	sig
leiða	sng	leiða
,	,	,
því	fpheþ	það
ágóðinn	nkeng	ágóði
af	aþ	af
sölunni	nveþg	sala
rennur	sfg3en	renna
til	ae	til
góðgerðarmála	nhfe	góðgerðarmál
.	.	.
Hver	foken	hver
hlutur	nken	hlutur
er	sfg3en	vera
með	ao	með
reynslu	nveo	reynsla
og	c	og
sögu	nveo	saga
sem	ct	sem
gæti	svg3eþ	geta
nýst	ssm	nýta
hjá	aþ	hjá
nýjum	lkfþsf	nýr
eigendum	nkfþ	eigandi
.	.	.
Garganið	nheng	gargan
mitt	fehen	minn
er	sfg3en	vera
gull	nhen	gull
fyrir	ao	fyrir
þig	fp2eo	þú
Í	aþ	í
Góða	lkeþvf	góður
hirðinum	nkeþg	hirðir
fást	sfm3fn	fá
m.a.	as	m.a.
smávörur	nvfn	smávara
,	,	,
bækur	nvfn	bók
,	,	,
plötur	nvfn	plata
,	,	,
barnavörur	nvfn	barnavara
,	,	,
raftæki	nhfn	raftæki
ýmiskonar	lhfnof	ýmiskonar
,	,	,
sófar	nkfn	sófi
,	,	,
borð	nhfn	borð
,	,	,
skápar	nkfn	skápur
,	,	,
hurðir	nvfn	hurð
,	,	,
skautar	nkfn	skauti
,	,	,
barnavagnar	nkfn	barnavagn
og	c	og
kerrur	nvfn	kerra
ásamt	aþ	ásamt
hinum	gkfþ	hinn
ýmsu	fokfþ	ýmis
furðumunum	nkfþ	furðumunur
sem	ct	sem
koma	sfg3fn	koma
til	ae	til
okkar	fp1fe	ég
.	.	.
Endurvinnslustöðvar	nvfn	endurvinnslustöð
-	-	-
nytjagámar	nkfn	nytjagámur
Á	aþ	á
öllum	fovfþ	allur
endurvinnslustöðvum	nvfþ	endurvinnslustöð
SORPU	nvee-s	Sorpa
er	sfg3en	vera
nytjagámar	nkfn	nytjagámur
fyrir	ao	fyrir
Góða	lkeovf	góður
hirðinn	nkeog	hirðir
þar	aa	þar
sem	c	sem
fólk	nhen	fólk
getur	sfg3en	geta
gefið	ssg	gefa
hluti	nkfo	hlutur
sem	ct	sem
það	fphen	það
er	sfg3en	vera
hætt	sþghen	hætta
að	cn	að
nota	sng	nota
.	.	.
Við	fp1fn	ég
tökum	sfg1fn	taka
við	aþ	við
hlutum	nkfþ	hlutur
sem	ct	sem
eru	sfg3fn	vera
með	ao	með
óskert	lheosf	óskertur
notagildi	nheo	notagildi
og	c	og
tilheyra	sfg3fn	tilheyra
heimilshaldi	nheþ	heimilshald
.	.	.
Við	fp1fn	ég
tökum	sfg1fn	taka
ekki	aa	ekki
við	aþ	við
hlutum	nkfþ	hlutur
beint	aa	beint
í	ao	í
Góða	lkeovf	góður
hirðinn	nkeog	hirðir
nema	c	nema
í	aþ	í
sérstökum	lhfþsf	sérstakur
tilfellum	nhfþ	tilfelli
og	c	og
þá	aa	þá
að	aþ	að
höfðu	lheþsf	hafður
samráði	nheþ	samráð
fyrst	aae	fyrr
við	ao	við
verslunarstjóra	nkeo	verslunarstjóri
.	.	.
Ekki	aa	ekki
er	sfg3en	vera
tekið	sþghen	taka
við	aþ	við
fötum	nhfþ	fat
og	c	og
skóm	nkfþ	skór
í	ao	í
Góða	lkeovf	góður
hirðinn	nkeog	hirðir
en	c	en
við	fp1fn	ég
bendum	sfg1fn	benda
á	ao	á
fatagáma	nkfo	fatagámur
á	aþ	á
endurvinnslustöðvum	nvfþ	endurvinnslustöð
.	.	.
Allur	foken	allur
ágóði	nken	ágóði
rennur	sfg3en	renna
til	ae	til
góðgerðarmála	nhfe	góðgerðarmál
1999	ta	1999
var	sfg3eþ	vera
600	ta	600
þúsund	tfvfe	þúsund
kr.	as	kr.
styrkur	nken	styrkur
veittur	sþgken	veita
Þjónustusetrinu	nheþgs	Þjónustusetrið
Tryggvagötu	nveþ-s	Tryggvagata
26	ta	26
2000	ta	2000
var	sfg3eþ	vera
500	ta	500
þúsund	tfvfe	þúsund
kr.	as	kr.
styrkur	nken	styrkur
veittur	sþgken	veita
Daufblindrafélagi	nheþ-s	Daufblindrafélag
Íslands	nhee-s	Ísland
2001	ta	2001
var	sfg3eþ	vera
500	ta	500
þúsund	tfvfe	þúsund
kr.	as	kr.
styrkur	nken	styrkur
veittur	sþgken	veita
félagasamtökum	nhfþ	félagasamtök
Einstakra	lhfesf	einstakur
barna	nhfe	barn
2002	ta	2002
var	sfg3eþ	vera
900	ta	900
þúsund	tfvfe	þúsund
kr.	as	kr.
styrkur	nken	styrkur
veittur	sþgken	veita
Tourette	e	Tourette
samtökunum	nhfþg	samtök
og	c	og
CP	as	CP
félaginu	nheþg	félag
(	(	(
celebral	e	celebral
palsy	e	palsy
)	)	)
.	.	.
2003	ta	2003
var	sfg3eþ	vera
þriggja	tfvfe	þrír
milljón	tfvfe	milljón
kr.	as	kr.
styrkur	nken	styrkur
veittur	sþgken	veita
Fjölsmiðjunni	nveþgs	Fjölsmiðjan
,	,	,
